1,2,3,4,5,6,7,8,9,10,11
"",,Total: -,0,1022,1022,0,3,3,,
314,"GOVT. PRIMARY SCHOOL-3 HAZRO (PUL PIRDAD)(MALE)(P)",Mohallah Pirdad,109050104,,664,0,664,4,0,4
"",,Pirdad,109020201,,310,0,310,,,
"",,Pirdad,109020202,,191,0,191,,,
"",,Total: -,,,1165,0,1165,,,
315,"GOVT. PRIMARY SCHOOL-3 HAZRO (PUL PIRDAD)(FEMALE)(P)",Mohallah Pirdad,109050104,,0,555,555,,,
"",,Pirdad,109020201,,0,267,267,,,
"",,Pirdad,109020202,,0,170,170,,,
"",,Total: -,,,0,992,992,0,3,3
316,"GOVT. GIRLS HIGH  SCHOOL NO.1 HAZRO (FAWARACHOWK)  (MALE)(P)",Mohallah Usman Abad,109050106,,570,0,570,,,
"",,Mohallah Hussan Abad,109050109,,564,0,564,,,
"",,Musa Kudlathi,109050213,,0,0,0,,,
"",,Pandak,109050214,,406,0,406,,,
"",,Shah Dher,109050215,,38,0,38,,,
"",,Total: -,109050106,,1578,0,1578,4,0,4
317,"GOVT. GIRLS HIGH  SCHOOL NO.1 HAZRO (FAWARACHOWK)  (FEMALE)(P)",Mohallah Usman Abad,,0,478,478,,,,
Mohallah Hussan Abad,109050109,,0,496,496,,,,,
Musa Kudlathi,109050213,,0,0,0,,,,,
Pandak,109050214,,0,337,337,,,,,
Shah Dher,109050215,,0,58,58,,,,,
Total: -,,,0,1369,1369,0,4,4,,
"",(MALE)(P),Total: -,,,1202,0,1202,4,0,4
319,"GOVT. BOYS PRIMARY SCHOOL (BHANGI) HAZRO(FEMALE)(P)",Mohallah Bari Masjid Bangi,109050108,,0,1069,1069,,,
"",,Total: -,,,0,1069,1069,0,3,3
320,MUNCIPAL COMMITTEE HAZRO (COMBINED) (P),Mohallah Qazipura,109050204,,332,269,601,,,
"",,Abdul,109020802,,153,96,249,,,
"",,Total: -,485,365,850,2,1,3,,
321,"GOVT. BOYS HIGHER SECONDARY SCHOOL(WALIDAD BANDA) 1ST PORTION GHURGHUSHTI(MALE) (P)",Mohallah Walidad Banda,109060101,,345,0,345,,,
"",,Mohallah Banda,109060102,,358,0,358,,,
"",,Mohallah Dheri Sara,109060202,,248,0,248,,,
"",,Total: -,,,951,0,951,3,0,3
322,"GOVT. BOYS HIGHER SECONDARY SCHOOL(WALIDAD BANDA) 1ST PORTION GHURGHUSHTI(MALE) (P)",Mohallah Dheri Sara,109060103,,328,0,328,,,
"",,Khura Khel/Haider Khel,109060104,,431,0,431,,,
"",,Shera Banda,109060306,,440,0,440,,,
"",,Total: -,1199,0,1199,4,0,4,,
323,"GOVT. BOYS PRIMARY SCHOOL NO.2 (SHAIKHABANDA) (FEMALE)(P) GHOURUGHSHTI",Mohallah Walidad Banda,109060101,,0,347,347,,,
"",,Mohallah Banda,109060102,,0,385,385,,,
"",,"Mohallah Dheri SaraShera Banda","109060202109060306",,"00","234472","234472",,,
"",,Total: -,,,0,1438,1438,0,3,3
324,"GOVT. BOYS PRIMARY SCHOOL NO.2 (SHAIKHABANDA) (FEMALE)(P) GHOURUGHSHTI",Mochi Banda,109060307,1 TO 1287,0,1287,1287,,,
"",,Total: -,,,0,1287,1287,0,4,4
325,"GOVT. BOYS PRIMARY SCHOOL NO.2 (SHAIKHABANDA) (FEMALE)(P) GHOURUGHSHTI",Mohallah Dheri Sara,109060103,,0,287,287,,,
"",,Khura Khel/Haider Khel,109060104,,0,432,432,,,
"",,Mochi Banda,109060307,1288 TO 1887,0,600,600,,,
"",,Total: -,,,0,1319,1319,0,4,4
326,"GOVT. GIRLS PRIMARY SCHOOL LAKAR MANDI(GALIWAL) GHOURGHUSHTI (MALE)(P)",Mochi Banda,109060307,1 TO 1100,1100,0,1100,,,
"",,Total: -,,,1100,0,1100,3,0,3
327,"GOVT. GIRLS PRIMARY SCHOOL LAKAR MANDI(GALIWAL) GHOURGHUSHTI (MALE)(P)",Mochi Banda,109060307,1101 TO 2093,993,0,993,,,
"",,Total: -,,,993,0,993,3,0,3
328,"GOVT. BOYS PRIMARY SCHOOL SHERA BANDA NO.1GHURGHUSHTI (MALE) (P)",Mohallah Galiwal,109060105,,250,0,250,,,
"",,Mohallah Batoore,109060204,,857,0,857,,,
"",,Total: -,1107,0,1107,3,0,3,,
329,"GOVT. BOYS PRIMARY SCHOOL SHERA BANDA NO.1GHURGHUSHTI (MALE) (P)",Lakarmandi,109060201,,82,0,82,,,
Mohallah Miskeen Abad,109060203,,196,0,196,,,,,
Mohallah Sheikh Banda,109060205,,183,0,183,,,,,
Mohallah Ishaqzai,109060206,,366,0,366,,,,,
Total: -,,,827,0,827,2,0,2,,
330,"(WALIDAD BANDA) GHURGHUSHTI  2ND PORTION(FEMALE)(P)",Mohallah Batoore,109060204,,0,854,854,,,
"",,Total: -,,,0,1126,1126,0,3,3
331,"GOVT. BOYS HIGHER SECONDARY SCHOOL(WALIDAD BANDA) GHURGHUSHTI  2ND PORTION(FEMALE)(P)",Lakarmandi,109060201,,0,82,82,,,
"",,Mohallah Miskeen Abad,109060203,,0,153,153,,,
"",,Mohallah Sheikh Banda,109060205,,0,151,151,,,
"",,Mohallah Ishaqzai,109060206,,0,308,308,,,
"",,Total: -,,,0,694,694,0,2,2
332,"GOVT. GIRLS HIGH SCHOOL GHOURUGHSHTI(MANGLI) (MALE 1ST PART)  (PRIMARY PORTION) (P)",Jehan Banda,109060301,,533,0,533,,,
"",,Jehan Banda,109060302,,281,0,281,,,
"",,Jehan Banda,109060303,,262,0,262,,,
"",,Total: -,,,1076,0,1076,3,0,3
333,"GOVT. GIRLS HIGH SCHOOL GHOURUGHSHTI(MANGLI) (MALE 1ST PART)  (PRIMARY PORTION) (P)",Jehan Banda,109060304,,816,0,816,,,
"",,Jehan Banda,109060309,,137,0,137,,,
"",,Total: -,,,953,0,953,3,0,3
334,"GOVT. GIRLS HIGH SCHOOL GHOURUGHSHTI(MANGLI) (MALE 1ST PART)  (PRIMARY PORTION) (P)",Mohallah Feroz Banda,109060305,,704,0,704,,,
"",,Mohallah Feroz Banda,109060308,,50,0,50,,,
"",,Mohallah Karam Khan Banda/Mangli,109060207,,350,0,350,,,
"",,Total: -,,,1104,0,1104,3,0,3
335,"GOVT. GIRLS HIGH SCHOOL GHOURUGHSHTI(MANGLI) (FEMALE 2ND PART) (PRIMARY PORTION)(P)",Jehan Banda,109060302,,0,269,269,,,
"",,Jehan Banda,109060303,,0,211,211,,,
"",,Jehan Banda,109060304,,0,701,701,,,
"",,Mohallah Feroz Banda,109060308,,0,85,85,,,
"",,Jehan Banda,109060309,,0,184,184,,,
"",,Total: -,,,0,1450,1450,0,4,4
336,"GOVT. GIRLS HIGH SCHOOL GHOURUGHSHTI(MANGLI) (FEMALE 2ND PART) (PRIMARY PORTION)(P)",Jehan Banda,109060301,,0,477,477,,,
"",,Mohallah Feroz Banda,109060305,,0,590,590,,,
"",,Mohallah Karam Khan Banda/Mangli,109060207,,0,300,300,,,
"",,Total: -,,,0,1367,1367,0,4,4
337,GOVT. BOYS HIGH SCHOOL MANSAR (MALE)(P),Mansar,109010605,,468,0,468,,,
Mansar,109010606,,371,0,371,,,,,
Mansar,109010607,,241,0,241,,,,,
Mansar,109010609,,408,0,408,,,,,
Total: -,,,1488,0,1488,4,0,4,,
Mansar,109010605,,0,297,297,,,,,
Mansar,109010606,,0,399,399,,,,,
Mansar,109010607,,0,215,215,,,,,
Mansar,109010609,,0,330,330,,,,,
339,GOVT. BOYS HIGH SCHOOL MANSAR (COMBINED)(P),Mansar,109010608,,657,583,1240,,,
"",,Total: -,,,657,583,1240,2,2,4
340,"GOVT. GIRLS PRIMARY SCHOOL ATTOCK KHURD(COMBINED) (P)",Jaber/Attock Khurd,109010610,,709,482,1191,,,
"",,Total: -,,,709,482,1191,2,2,4
341,"GOVT. BOYS PRIMARY SCHOOL MALAHI TOLA(COMBINED) (P)",Rakh Tarbhetti,109010611,,1,0,1,,,
"",,Rakh Attock/Malahi Tola,109010612,,393,346,739,,,
"",,Total: -,,,394,346,740,1,1,2
342,"GOVT. BOYS HIGH SCHOOL MULLAN MANSOOR(MALE) -I (P)",Mulan Mansoor,109010601,,971,0,971,,,
"",,Mulan Mansoor,109010603,,283,0,283,,,
"",,Total: -,,,1254,0,1254,4,0,4
343,"GOVT. BOYS HIGH SCHOOL MULLAN MANSOOR(MALE) -II (P)",Mulan Mansoor,109010602,,438,0,438,,,
"",,Mulan Mansoor,109010604,,433,0,433,,,
"",,Total: -,,,871,0,871,3,0,3
344,"GOVT. GIRLS ELEMENTARY SCHOOL MULLANMANSOOR (FEMALE) (P)",Mulan Mansoor,109010601,,0,822,822,,,
"",,Mulan Mansoor,109010602,,0,378,378,,,
"",,Total: -,,,0,1200,1200,0,4,4
345,"GOVT. GIRLS ELEMENTARY SCHOOL MULLANMANSOOR (FEMALE) (P)",Mulan Mansoor,109010603,,0,243,243,,,
"",,Mulan Mansoor,109010604,,0,316,316,,,
"",,Total: -,,,0,559,559,0,2,2
346,"GOVT. BOYS HIGHER SECONDARY  SCHOOL SHADIKHAN MIDDLE  PORTION (COMBINED) (P)",Shadi Khan,109010704,,528,563,1091,,,
"",,Total: -,528,563,1091,2,2,4,,
347,"GOVT. BOYS ELEMENTARY SCHOOL SIRKA(COMBINED) (P)",Sirka,109010701,,768,582,1350,,,
"",,Total: -,,,768,582,1350,2,2,4
348,"GOVT. BOYS ELEMENTARY SCHOOL SIRKA(COMBINED) (P)",Sirka,109010702,,413,348,761,,,
"",,Sirka,109010703,,399,314,713,,,
"",,Total: -,,,812,662,1474,2,2,4
349,"GOVT: BOYS PRIMARY SCHOOL WALIA (COMBINED)(T)",Walia,109010705,,655,592,1247,,,
"",,Total: -,,,655,592,1247,2,2,4
350,"UNION COUNCIL OFFICE SHADI KHAN (KAMALPURMUSA) (MALE)(P)",Kamalpur Musa,109010305,,739,630,1369,,,
"",,Total : -,,,739,630,1369,2,2,4
351,"GOVT. BOYS HIGH SCHOOL KAMALPUR MUSA (MALE)(P)",Kamalpur Musa,109010301,,671,0,671,,,
Kamalpur Musa,109010302,,233,0,233,,,,,
Kamalpur Musa,109010303,,486,0,486,,,,,
Total : -,,,1390,0,1390,4,0,4,,
Kamalpur Musa,109010301,,0,549,549,,,,,
Kamalpur Musa,109010302,,0,247,247,,,,,
Kamalpur Musa,109010303,,0,450,450,,,,,
353,"GOVT. GIRLS ELEMENTARY SCHOOL KAMALPURMUSA (MALE)  1ST PORTION(P)",Kamalpur Musa,109010304,,637,0,637,,,
"",,Kamalpur Musa,109010306,,435,0,435,,,
"",,Total: -,,,1072,0,1072,3,0,3
354,"GOVT. GIRLS ELEMENTARY SCHOOL KAMALPURMUSA (FEMALE)  2ND PORTION(P)",Kamalpur Musa,109010304,,0,614,614,,,
"",,Kamalpur Musa,109010306,,0,370,370,,,
"",,Total: -,,,0,984,984,0,3,3
355,GOVT. BOYS HIGH SCHOOL WAISA (MALE)- I(P),Waisa,109010201,,155,0,155,,,
"",,Waisa,109010203,,970,0,970,,,
"",,Total: -,,,1125,0,1125,3,0,3
356,GOVT. BOYS HIGH SCHOOL WAISA (FEMALE)- I(P),Waisa,109010201,,0,153,153,,,
"",,Waisa,109010203,,0,894,894,,,
"",,Total: -,,,0,1047,1047,0,3,3
357,GOVT. BOYS PRIMARY SCHOOL WAISA (MALE) (P),Waisa,109010202,,978,0,978,,,
"",,Waisa,109010204,,628,0,628,,,
"",,Total: -,,,1606,0,1606,4,0,4
358,GOVT. BOYS PRIMARY SCHOOL WAISA (FEMALE) (P),Waisa,109010202,,0,867,867,,,
"",,Waisa,109010204,,0,549,549,,,
"",,Total: -,,,0,1416,1416,0,4,4
359,"GOVT. GIRLS HIGH SCHOOL WAISA (SHEIKH ABAD)(MALE) (P)",Waisa,109010205,,96,0,96,,,
"",,,,NM,1,0,1,,,
"",,Waisa,109010206,,1031,0,1031,,,
"",,Waisa,109010207,,70,0,70,,,
"",,Waisa,109010208,,3,0,3,,,
"",,Waisa,109010209,,0,0,0,,,
"",,Total: -,,,1201,0,1201,4,0,4
360,"GOVT. GIRLS HIGH SCHOOL WAISA (SHEIKH ABAD)(FEMALE) (P)",Waisa,109010205,,0,88,88,,,
"",,Waisa,109010206,,0,810,810,,,
"",,Waisa,109010207,,0,46,46,,,
"",,Waisa,109010208,,0,6,6,,,
"",,Waisa,109010209,,0,0,0,,,
"",,Total: -,,,0,950,950,0,3,3
361,GOVT. BOYS HIGH SCHOOL MALHU (COMBINED)(P),Malhu,109010307,,778,769,1547,,,
"",,Total: -,,,778,769,1547,2,2,4
362,"GOVT. BOYS HIGH SCHOOL SHAMASABAD (MIDDLEPORTION) (MALE)(P)",Shamsabad,109010101,,635,0,635,,,
Shamsabad,109010102,,347,0,347,,,,,
Shamsabad,109010103,,378,0,378,,,,,
Total: -,,,"1,360",0,"1,360",4,0,4,,
363,"GOVT. BOYS HIGH SCHOOL SHAMASABAD (MIDDLEPORTION) (FEMALE)(P)",Shamsabad,109010102,,0,312,312,,,
"",,Shamsabad,109010103,,0,360,360,,,
"",,Total: -,,,0,"1,246","1,246",0,4,4
364,"GOVT. GIRLS HIGH SCHOOL SHAMSABAD (MIDDLEPORTION) (MALE)(P)",Shamsabad,109010104,,270,0,270,,,
"",,Shamsabad,109010105,,263,0,263,,,
"",,Shamsabad,109010106,,274,0,274,,,
"",,Shamsabad,109010107,,145,0,145,,,
"",,Shamsabad,109010108,,230,0,230,,,
"",,Total: -,,,"1,182",0,"1,182",4,0,4
365,"GOVT. GIRLS HIGH SCHOOL SHAMASABAD (HIGHPORTION) (FEMALE)(P)",Shamsabad,109010104,,0,250,250,,,
"",,Shamsabad,109010105,,0,242,242,,,
"",,Shamsabad,109010106,,0,243,243,,,
"",,Shamsabad,109010107,,0,108,108,,,
"",,Shamsabad,109010108,,0,258,258,,,
"",,Total: -,,,0,"1,101","1,101",0,3,3
366,"GOVT. GIRLS PRIMARY SCHOOL VEERO(COMBINED)(P)",Veero,109010501,,77,206,283,,,
"",,Total: -,,,77,206,283,,,
367,GOVT. BOYS PRIMARY SCHOOL TAJA BAJA (MALE)(P),Taja Baja,109010504,,361,0,361,,,
"",,Taja Baja,109010505,,500,0,500,,,
"",,Total: -,,,861,0,861,3,0,3
368,"GOVT. BOYS PRIMARY SCHOOL TAJA BAJA(FEMALE)(P)",Taja Baja,109010504,,0,630,630,,,
"",,Taja Baja,109010505,,0,246,246,,,
"",,Total: -,,,0,876,876,0,3,3
369,"GOVT. BOYS ELEMENTARY SCHOOL KALU KHURD(MALE)(P)",Khotha Kalan,109010903,,316,0,316,,,
"",,Basia,109010906,,637,0,637,,,
"",,Total: -,,,953,0,953,3,0,3
370,"GOVT. BOYS ELEMENTARY SCHOOL KALU KHURD(FEMALE)(P)",Khotha Kalan,109010903,,0,292,292,,,
"",,Basia,109010906,,0,592,592,,,
"",,Total: -,,,0,884,884,0,3,3
371,GOVT. GIRLS HIGH SCHOOL KALU KHURD (MALE)(P),Kalu Khurd,109010904,,446,0,446,,,
"",,Kalu Khurd,109010905,,436,0,436,,,
"",,Total: -,,,882,0,882,3,0,3
372,"GOVT. GIRLS HIGH SCHOOL KALU KHURD(FEMALE)(P)",Kalu Khurd,109010904,,0,418,418,,,
"",,Kalu Khurd,109010905,,0,424,424,,,
"",,Total: -,,,0,842,842,0,3,3
373,"GOVT. BOYS ELEMENTARY SCHOOL AWANABAD(LUNDI) (MALE)(P)",Awanabad Lundi,109010902,,856,0,856,,,
Total: -,,,856,0,856,3,0,3,,
"",(LUNDI) (FEMALE)(P),Total: -,,,0,847,847,0,3,3
375,"GOVT. BOYS PRIMARY SCHOOL NOOR PUR(COMBINED)(P)",Noor Pur,109010901,,734,657,1391,,,
"",,Total: -,,,734,657,1391,2,2,4
376,"GOVT. GIRLS ELEMENTARY SCHOOL SHAHPUR(COMBINED)(P)",Shahpur,109010809,,831,763,1594,,,
"",,Total: -,,,831,763,1594,2,2,4
377,"GOVT. BOYS HIGH SCHOOL RANGOO (MIDDLEPORTION) (MALE) (P)",Tajak,109010801,,438,0,438,,,
"",,Tajak,109010802,,473,0,473,,,
"",,Tajak,109010803,,250,0,250,,,
"",,Tajak,109010804,,282,0,282,,,
"",,Total: -,,,1443,0,1443,4,0,4
378,"GOVT. BOYS HIGH SCHOOL RANGOO (HIGHPORTION) (MALE)(P)",Rangoo,109010805,,604,0,604,,,
"",,Rangoo,109010806,,483,0,483,,,
"",,Rangoo,109010807,,248,0,248,,,
"",,Rangoo Cantonment,109010808,,75,0,75,,,
"",,Total: -,,,1410,0,1410,4,0,4
379,"GOVT. GIRLS HIGH SCHOOL RANGOO (MIDDLEPORTION) (FEMALE)(P)",Tajak,109010801,,0,397,397,,,
"",,Tajak,109010802,,0,456,456,,,
"",,Tajak,109010803,,0,196,196,,,
"",,Tajak,109010804,,0,261,261,,,
"",,Total: -,,,0,1310,1310,0,4,4
380,"GOVT. GIRLS HIGH SCHOOL RANGOO (HIGHPORTION) (FEMALE)(P)",Rangoo,109010805,,0,551,551,,,
"",,Rangoo,109010806,,0,452,452,,,
"",,Rangoo,109010807,,0,184,184,,,
"",,Rangoo Cantonment,109010808,,0,68,68,,,
"",,Total: -,,,0,1255,1255,0,4,4
381,"GOVT. GIRLS ELEMENTARY SCHOOL SAHIBA KAMALA(COMBINED)(P)",Sahiba,109010502,,120,36,156,,,
"",,Kamala,109010503,,17,21,38,,,
"",,Total: -,,,137,57,194,,,
382,GOVT. BOYS HIGH SCHOOL FORMALI (MALE)-I(P),Formali,109040301,,1107,0,1107,,,
"",,Formali,109040302,,164,0,164,,,
"",,Total: -,,,1271,0,1271,4,0,4
383,GOVT. BOYS HIGH SCHOOL FORMALI (MALE)-I(P),Formali,109040303,,380,0,380,,,
Formali,109040305,,236,0,236,,,,,
Formali,109040304,,437,0,437,,,,,
Total: -,,,1053,0,1053,3,0,3,,
Formali,109040306,,422,0,422,,,,,
Formali,109040307,,572,0,572,,,,,
385,"GOVT. GIRLS ELEMENTARY SCHOOL FORMALI (1STPORTION) (FEMALE)(P)",Formali,109040301,,0,927,927,,,
"",,Formali,109040302,,0,89,89,,,
"",,Formali,109040303,,0,321,321,,,
"",,Total: -,,,0,1337,1337,0,4,4
386,"GOVT. GIRLS ELEMENTRY SCHOOL FORMALI (2NDPORTION) (FEMALE)(P)",Formali,109040305,,0,182,182,,,
"",,Formali,109040304,,0,388,388,,,
"",,Formali,109040306,,0,366,366,,,
"",,Formali,109040307,,0,427,427,,,
"",,Total:-,,,0,1363,1363,0,4,4
387,"GOVT. BOYS ELEMENTARY SCHOOL MALAH(COMBINED)(P)",Malah,109040308,,776,627,1403,,,
"",,Total: -,,,776,627,1403,4,0,4
388,"GOVT. BOYS ELEMENTARY SCHOOL MALLAH(MIDDLE PORTION) (COMBINED)(P)",Malah,109040309,,758,630,1388,,,
"",,Malah,109040310,,145,118,263,,,
"",,Total: -,,,903,748,1651,0,4,4
389,GOVT. GIRLS PRIMARY SCHOOL HAIDRA (MALE),Haidra,109040311,,1041,0,1041,,,
"",,Total: -,,,1041,0,1041,3,0,3
390,GOVT. GIRLS PRIMARY SCHOOL HAIDRA (FEMALE),Haidra,109040311,,0,920,920,,,
"",,Total: -,,,0,920,920,0,3,3
391,"GOVT. BOYS  ELEMENTARY SCHOOL KHURA KHAIL(1ST PORTION) (COMBINED)(P)",Khura Khail,109040401,,551,485,1036,,,
"",,Total: -,,,551,485,1036,2,1,3
392,"GOVT. BOYS  ELEMENTARY SCHOOL KHURA KHAIL(1ST PORTION) (COMBINED)(P)",Khura Khail,109040402,,728,666,1394,,,
"",,Total: -,,,728,666,1394,2,2,4
393,"GOVT. BOYS PRIMARY SCHOOL GHARI MATNI (MALE)(P)",Ghari Matni,109040403,,1061,0,1061,,,
"",,Total: -,,,1061,0,1061,3,0,3
394,"GOVT. BOYS PRIMARY SCHOOL GHARI MATNI(FEMALE) (P)",Ghari Matni,109040403,,0,849,849,,,
"",,Total: -,,,0,849,849,0,3,3
395,GOVT. GIRLS PRIMARY SCHOOL CHECHI (MALE) (P),Chechi,109020504,,896,0,896,,,
"",,Total: -,,,896,0,896,3,0,3
396,"GOVT. GIRLS PRIMARY SCHOOL CHECHI (FEMALE)(P)",Chechi,109020504,,0,805,805,,,
"",,Total: -,,,0,805,805,0,3,3
397,GOVT. HIGH SCHOOL BAHADUR KHAN (MALE) (P),Bahadar Khan,109020501,,292,0,292,,,
Bahadar Khan,109020502,,615,0,615,,,,,
Bahadar Khan,109020503,,509,0,509,,,,,
Total: -,,,1416,0,1416,4,0,4,,
Bahadar Khan,109020501,,0,257,257,,,,,
Bahadar Khan,109020502,,0,567,567,,,,,
Bahadar Khan,109020503,,0,366,366,,,,,
399,GOVT. BOYS PRIMARY SCHOOL SAIDEN (MALE) (P),Saiden,109020701,,540,0,540,,,
"",,Saiden,109020702,,496,0,496,,,
"",,Total: -,,,1036,0,1036,3,0,3
400,GOVT. BOYS PRIMARY SCHOOL SAIDEN (MALE) (P),Saiden,109020703,,178,0,178,,,
"",,Saiden,109020704,,124,0,124,,,
"",,Saiden,109020705,,789,0,789,,,
"",,Total: -,,,1091,0,1091,3,0,3
401,GOVT. GIRLS PRIMARY SCHOOL SAIDEN (FEMALE) (P),Saiden,109020701,,0,525,525,,,
"",,Saiden,109020702,,0,452,452,,,
"",,Total: -,,,0,977,977,0,3,3
402,GOVT. GIRLS PRIMARY SCHOOL SAIDEN (FEMALE) (P),Saiden,109020703,,0,164,164,,,
"",,Saiden,109020704,,0,95,95,,,
"",,Saiden,109020705,,0,634,634,,,
"",,Total: -,,,0,893,893,0,3,3
403,"GOVT. BOYS ELEMENTARY SCHOOL JATIAL (MALE)(P)",Jatial,109020706,,95,0,95,,,
"",,Jatial,109020707,,173,0,173,,,
"",,Jatial,109020708,,492,0,492,,,
"",,Jatial,109020709,,519,0,519,,,
"",,Total: -,,,1279,0,1279,4,0,4
404,GOVT. GIRLS HIGH SCHOOL  JATIAL (FEMALE)(P),Jatial,109020706,,0,101,101,,,
"",,,109020707,,0,165,165,,,
"",,Jatial,109020708,,0,427,427,,,
"",,Jatial,109020709,,0,530,530,,,
"",,Total: -,,,0,1223,1223,0,4,4
405,BASIC HEALTH CENTER MUSA (MALE)(T),Musa Kudlathi,109020901,,352,0,352,,,
"",,Musa Kudlathi,109020902,,327,0,327,,,
"",,Musa Kudlathi,109020904,,600,0,600,,,
"",,Total: -,,,1279,0,1279,4,0,4
406,BASIC HEALTH CENTER MUSA (MALE)(T),Musa Kudlathi,109020903,,219,0,219,,,
"",,Musa Kudlathi,109020905,,405,0,405,,,
"",,Musa Kudlathi,109020906,,458,0,458,,,
"",,Musa Kudlathi,109020909,,56,0,56,,,
"",,Total: -,,,1138,0,1138,3,0,3
407,GOVT. BOYS HIGH SCHOOL MUSA (FEMALE) (P),Musa Kudlathi,109020901,,0,229,229,,,
Musa Kudlathi,109020902,,0,305,305,,,,,
Musa Kudlathi,109020904,,0,594,594,,,,,
Total: -,,,0,1128,1128,0,3,3,,
408,GOVT. BOYS HIGH SCHOOL MUSA (FEMALE) (P),Musa Kudlathi,109020905,,0,331,331,,,
"",,Musa Kudlathi,109020906,,0,402,402,,,
"",,Musa Kudlathi,109020909,,0,81,81,,,
"",,Total: -,,,0,1023,1023,0,3,3
409,"GOVT. GIRLS PRIMARY SCHOOL KUDLATHI(COMBINED) (P)",Musa Kudlathi,109020907,,384,341,725,,,
"",,Musa Kudlathi,109020908,,408,371,779,,,
"",,Total: -,,,792,712,1504,2,2,4
410,"GOVT. BOYS PRIMARY SCHOOL SHEERANI(COMBINED) (P)",Sheerani,109020910,,437,370,807,,,
"",,Total: -,,,437,370,807,2,1,3
411,GOVT. BOYS HIGH SCHOOL KHAGWANI (MALE)(P),Khagwani,109020601,,468,0,468,,,
"",,Khagwani,109020602,,380,0,380,,,
"",,Total: -,,,848,0,848,3,0,3
412,GOVT. BOYS HIGH SCHOOL KHAGWANI (MALE)(P),Khagwani,109020603,,556,0,556,,,
"",,Khagwani,109020604,,329,0,329,,,
"",,Khagwani,109020605,,160,0,160,,,
"",,Khagwani,109020606,,215,0,215,,,
"",,Total: -,,,1260,0,1260,4,0,4
413,GOVT. GIRLS HIGH SCHOOL KHAGWANI (FEMALE) (P),Khagwani,109020601,,0,413,413,,,
"",,Khagwani,109020602,,0,310,310,,,
"",,Total: -,,,0,723,723,0,2,2
414,GOVT. GIRLS HIGH SCHOOL KHAGWANI (FEMALE) (P),Khagwani,109020603,,0,456,456,,,
"",,Khagwani,109020604,,0,243,243,,,
"",,Khagwani,109020605,,0,127,127,,,
"",,Khagwani,109020606,,0,159,159,,,
"",,Total: -,,,0,985,985,0,3,3
415,"GOVT. BOYS PRIMARY SCHOOL SHAH DHER(COMBINED) (P)",Shah Dher,109020607,,632,527,1159,,,
"",,Total: -,,,632,527,1159,2,2,4
416,"GOVT. BOYS PRIMARY SCHOOL SHAH DHER(COMBINED) (P)",Shah Dher,109020608,,575,487,1062,,,
"",,Total: -,,,575,487,1062,2,1,3
417,"GOVT. BOYS PRIMARY SCHOOL PANDAK (COMBINED)(P)",Ghari Alizai,109020101,,523,402,925,,,
"",,Pandak,109020102,,329,207,536,,,
"",,Total: -,,,852,609,1461,2,2,4
418,"GOVT. BOYS PRIMARY SCHOOL SARWANA(COMBINED) (P)",Sarwana,109020103,,70,56,126,,,
"",,Sarwana,109020105,,673,486,1159,,,
"",,Total: -,,,743,542,1285,2,2,4
419,"GOVT. BOYS PRIMARY SCHOOL SARWANA(COMBINED) (P)",Sarwana,109020104,,678,583,1261,,,
Total: -,,,678,583,1261,2,2,4,,
420,"GOVT. BOYS PRIMARY SCHOOL TATARI (COMBINED)(P)",Tatari,109020204,,535,457,992,,,
"",,Total: -,,,860,721,1581,2,2,4
421,"GOVT. BOYS PRIMARY SCHOOL RAHMOO(COMBINED)(P)",Rahmoo,109020205,,619,524,1143,,,
"",,Total: -,,,619,524,1143,2,2,4
422,"GOVT. BOYS PRIMARY SCHOOL RAHMO (COMBINED)(P)",Rahmoo,109020206,,181,138,319,,,
"",,Rahmoo,109020207,,555,462,1017,,,
"",,Total: -,,,736,600,1336,2,2,4
423,"GOVT. GIRLS HIGH SCHOOL MURRARIA PRIMARYPORTION (COMBINED)(P)",MURARIA,109020208,,572,413,985,,,
"",,MURARIA,109020209,,242,179,421,,,
"",,Total: -,,,814,592,1406,2,2,4
424,"GOVT. GIRLS HIGH SCHOOL MURRARIA (MIDDLEPORTION) (COMBINED) (P)",MURARIA,109020210,,600,562,1162,,,
"",,Total: -,,,600,562,1162,2,2,4
425,"GOVT. BOYS HIGH SCHOOL MALIK MALA(COMBINED)(P)",Malak Mala,109030401,,368,320,688,,,
"",,Malak Mala,109030402,,408,362,770,,,
"",,Total: -,,,776,682,"1,458",2,2,4
426,"GOVT. BOYS HIGH SCHOOL MALIK MALA(COMBINED)(P)",Malak Mala,109030403,,128,99,227,,,
"",,Malak Mala,109030404,,277,220,497,,,
"",,Malak Mala,109030405,,11,13,24,,,
"",,Malak Mala,109030411,,92,90,182,,,
"",,Malak Mala,109030412,,104,95,199,,,
"",,Malak Mala,109030413,,87,62,149,,,
"",,Total: -,,,699,579,"1,278",2,2,4
427,GOVT. GIRLS PRIMARY MALAK MALA (COMBINED),Malak Mala,109030414,,158,148,306,,,
"",,Malak Mala,109030415,,169,141,310,,,
"",,Malak Mala,109030416,,14,13,27,,,
"",,Malak Mala,109030417,,47,32,79,,,
"",,Malak Mala,109030418,,200,156,356,,,
"",,Total: -,,,588,490,"1,078",2,1,3
428,"GOVT. BOYS ELEMENTARY SCHOOL KOT KEY(COMBINED)(P)",Malak Mala/Kot Key,109030406,,297,254,551,,,
