"",,,,Total:-,,,948,717,1665,2,1,3
144,Gvot.Boys Degree College Pasrur. (Male) (P),,,Faisal colony,181100302,,403,,403,,,
"",,,,Noor pura,181100303,,373,373,,,,
"",,,,Pir jhangi,181100304,,592,592,,,,
"",,,,Total:-,,,1368,,1368,2,,2
145,"Gvot.Boys Degree College Pasrur. (Female)(P)",,,Faisal colony,181100302,,,303,303,,,
"",,Noor pura,181100303,,,312,312,,,,,
"",,Pir jhangi,181100304,,,524,524,,,,,
"",,Total:-,,,,1139,1139,,2,2,,
"",,"M.pura/Bhadarpura",181100401,,628,628,,,,,,
"",,Bahadar pura,181100402,,732,732,,,,,,
"",,,,Total:-,,,1360,,1360,2,,2
147,"Government Elementry College for TeacherTraining Centre.(Female) (P)",,,"M.pura/Bhadarpura",181100401,,,518,518,,,
"",,,,Bahadar pura,181100402,,,562,562,,,
"",,,,Total:-,,,,1080,1080,,2,2
148,"Government Elementry College for TeacherTraining Centre.(P)",,,"Mohallahsanyarian/B.Pura",181100403,,483,427,910,,,
"",,,,Total:-,,,483,427,910,1,1,2
149,"Government Elementry College for TeacherTraining Centre. (Male) (P)",,,"Loharanmandi/saydan",181100404,,752,,752,,,
"",,,,Mohallah saiydan,181100405,,606,606,,,,
"",,,,Total:-,,,1358,,1358,2,,2
150,"Government Elementry College for TeacherTraining Centre. (Female) (P)",,,"Loharanmandi/saydan",181100404,,,647,647,,,
"",,,,Mohallah saiydan,181100405,,,532,532,,,
"",,,,Total:-,,,,1179,1179,,2,2
151,"Government Boys High SchoolNo.1 Pasrur.(Male) (P)",,,"tailiyan godamroad",181100501,,442,,442,,,
"",,,,Murad pura,181100502,,900,900,,,,
"",,,,Total:-,,,1342,,1342,2,,2
152,"Government Boys High SchoolNo.1 Pasrur.(Female) (P)",,,"tailiyan godamroad",181100501,,,395,395,,,
"",,,,Murad pura,181100502,,,736,736,,,
"",,,,Total:-,,,,1131,1131,,2,2
153,Office Markeet Committee Pasrur.(Male) (P),,,"Momanpura/Mugal pura",181100503,,779,,779,,,
"",,Mugal pura,181100504,,190,190,,,,,,
"",,Mugal pura,181100505,,409,409,,,,,,
"",,Mugal pura,181100506,,265,265,,,,,,
"",,Total:-,,,1643,,1643,3,,3,,
"",,"Momanpura/Mugal pura",181100503,,,615,615,,,,,
"",,Mugal pura,181100504,,,157,157,,,,,
"",,Mugal pura,181100505,,,365,365,,,,,
"",,,,Total:-,,,,1325,1325,,2,2
155,"Government Girls HighSchoolPasrur(Male)(P)",,,Islam pura,181100601,,503,,503,,,
"",,,,Islam pura,181100606,,531,531,,,,
"",,,,Total:-,,,1034,,1034,2,,2
156,"Government Girls HighSchoolPasrur(Female)(P)",,,Islam pura,181100601,,,456,456,,,
"",,,,Islam pura,181100606,,,409,409,,,
"",,,,Total:-,,,,865,865,,2,2
157,Committee Ghar Pasrur.(Male)  (P),,,Kake zaiyan,181100602,,923,,923,,,
"",,,,Kake zaiyan,181100607,,626,626,,,,
"",,,,Total:-,,,1549,,1549,2,,2
158,Committee Ghar Pasrur.(Female)  (P),,,Kake zaiyan,181100602,,,805,805,,,
"",,,,Kake zaiyan,181100607,,,558,558,,,
"",,,,Total:-,,,,1363,1363,,2,2
159,"Government Boys High SchoolNo.2 Pasrur.(P)",,,Inaiyat pura,181100603,,637,583,1220,,,
"",,,,Total:-,,,637,583,1220,1,1,2
160,"Office Wapda Kalas wala Road Pasrur.(Male) (P)",,,"Kake zaiyanchiristion town",181100604,,970,,970,,,
"",,,,sofia Abad,181100605,,436,436,,,,
"",,,,Total:-,,,1406,,1406,2,,2
161,"Office Wapda Kalas wala Road Pasrur.(Female) (P)",,,"Kake zaiyanchiristion town",181100604,,,866,866,,,
"",,,,sofia Abad,181100605,,,327,327,,,
"",,,,Total:-,,,,1193,1193,,2,2
162,"Government City Boys ElementarySchoolPasrur. (Male) (P)",,,Mohallahdhialli,181100701,,1159,,1159,,,
"",,,,Mohallahdhialli,181100705,,280,280,,,,
"",,,,Jinah gate,181100702,,328,328,,,,
"",,,,Total:-,,,1767,,1767,3,,3
163,"Government City Boys ElementarySchoolPasrur. (Female) (P)",,,Mohallahdhialli,181100701,,,1240,1240,,,
"",,Mohallahdhialli,181100705,,,219,219,,,,,
"",,Jinah gate,181100702,,,307,307,,,,,
"",,Total:-,,,,1766,1766,,3,3,,
"",,"jalal shah andronkake zayan",181100703,,450,,450,,,,,
"",,Umeed pura,181100704,,596,596,,,,,,
165,"Government  Boys Primary School No.2Pasrur. (Female)  (P)",,,"jalal shah andronkake zayan",181100703,,,394,394,,,
"",,,,Umeed pura,181100704,,,466,466,,,
"",,,,Total:-,,,,860,860,,2,2
166,"Government Girls Primary School MuslimColony Pasrur. (Male)  (P)",,,Muslim colony,181100801,,426,,426,,,
"",,,,Muslim colony,181100805,,469,469,,,,
"",,,,Muslim colony,181100802,,391,391,,,,
"",,,,Total:-,,,1286,,1286,2,,2
167,"Government Girls Primary School MuslimColony Pasrur. (Female)  (P)",,,Muslim colony,181100801,,,419,419,,,
"",,,,Muslim colony,181100805,,,361,361,,,
"",,,,Muslim colony,181100802,,,326,326,,,
"",,,,Total:-,,,,1106,1106,,2,2
168,"Government Girls Primary School MallaluPasrur.  (P)",,,Rehman pura,181100803,,527,506,1033,,,
"",,,,Mal lalo,181100804,,187,152,339,,,
"",,,,Total:-,,,714,658,1372,1,1,2
169,"Government Boys Elementry SchoolNanglian. (Male) (P)",,,Nanglian,181100806,,1135,,1135,,,
"",,,,Total:-,,,1135,,1135,2,,2
170,"Government Girls Elementry SchoolNanglian. (Female) (P)",,,Nanglian,181100806,,,876,876,,,
"",,,,Total:-,,,,876,876,,2,2
171,"Government Aisha Girls High School  Pasrur.(Male)(P)",,,Moman pura,181100901,,449,,449,,,
"",,,,"sainma road/tajpura",181100902,,422,422,,,,
"",,,,Umeed pura,181100903,,486,486,,,,
"",,,,"Nizama abad/naitainki",181100905,,326,326,,,,
"",,,,Total:-,,,1683,,1683,3,,3
172,"Government Aisha Girls High School  Pasrur.(Female)(P)",,,Moman pura,181100901,,,318,318,,,
"",,"sainma road/tajpura",181100902,,,281,281,,,,,
"",,Umeed pura,181100903,,,360,360,,,,,
"",,"Nizama abad/naitainki",181100905,,,234,234,,,,,
"",,Total:-,,,,1193,1193,,2,2,,
"",,Umeed pura,181100904,,722,586,1308,,,,,
FORM-28,,,,,,,,,,,,
"[see rule 50]",,,,,,,,,,,,
LIST OFPOLLING STATIONS FOR A CONSTITUENCY,,,,,,,,,,,,
ELECTION TO THE PROVINCIAL ASSEMEBLY,,,,,,,,,,,,
No. and name of constituency PP-41 SLK-VII,,,,,,,,,,,,
S.No,No.& Name of Polling Staion.,In case of rural area,In case of urban area,"S.No. ofvoters ontheElectoral","Number of Voters assigned toPolling Station","No. of PollingBooths",,,,,,
"","Name of Electoral RollsAreas.","Census BlockCode.","Name of ElectoralRolls Areasassigned to the","Census BlockCode Number",,,,,,,,
"",,,,,,,"MaleFrom ;to","FemaleFrom to",Total.,Male,Female,Total
1,2,3,4,5,6,7,8,9,10,11,12,13
1,"Government Boys High School Saukin  Wind(Male) (P)",SAUKANWIND,181070101,,,,215,,215,,,
"",SAUKANWIND,181070102,,,,432,,432,,,,
"",SAUKANWIND,181070103,,,,246,,246,,,,
"",SAUKANWIND,181070104,,,,308,,308,,,,
"",,TOTAL:-,,,,1201,,1201,2,,2,
2,"Government Boys High School Saukin  Wind(Female) (P)",SAUKANWIND,181070101,,,,,136,136,,,
"",SAUKANWIND,181070102,,,,,389,389,,,,
"",SAUKANWIND,181070103,,,,,185,185,,,,
"",SAUKANWIND,181070104,,,,,241,241,,,,
"",,TOTAL:-,,,,,951,951,,2,2,
3,"Government Girls High School Saukinwind(Male)",SAUKANWIND,181070105,,,,278,,278,,,
"",SAUKANWIND,181070106,,,,922,,922,,,,
"",SAUKANWIND,181070107,,,,35,,35,,,,
"",SAUKANWIND,181070108,,,,330,,330,,,,
"",,TOTAL:-,,,,1565,,1565,2,,2,
4,"Government Girls High School Saukinwind.(Female)",SAUKANWIND,181070105,,,,,231,231,,,
"",SAUKANWIND,181070106,,,,,762,762,,,,
"",SAUKANWIND,181070107,,,,,12,12,,,,
"",SAUKANWIND,181070108,,,,,235,235,,,,
"",,TOTAL:-,,,,,1240,1240,,2,2,
5,"Government Boys Primary SchoolRajadewali. (P)",RAJA DEWALI,181070109,,,,701,539,1240,,,
"",,TOTAL:-,,,,701,539,1240,1,1,2,
6,"Government Boys ElementarySchoolChuhar Munda. (P)",NAUKARIAN,181070201,,,,224,,224,,,
CHUHAR MUNDA,181070203,,,,774,,774,,,,,
GAGGE,181070204,,,,85,,85,,,,,
ESSO GEGA,181070205,,,,179,,179,,,,,
"",TOTAL:-,,,,1262,,1262,2,,2,,
NAUKARIAN,181070201,,,,,146,146,,,,,
"",Munda. (Female),GAGGE,181070204,,,,,36,36,,,
"",,ESSO GEGA,181070205,,,,,119,119,,,
"",,,TOTAL:-,,,,,908,908,,2,2
8,"Government Boys Primary School Bharoke(P)",BUTTAR,181071508,,,,138,67,205,,,
"",,SANGE,181071510,,,,169,101,270,,,
"",,BHARO KE,181070202,,,,251,145,396,,,
"",,JADDA,181070206,,,,136,101,237,,,
"",,MANGGU SANGAR,181070207,,,,89,60,149,,,
"",,BEGUM PUR,181070208,,,,210,160,370,,,
"",,,TOTAL:-,,,,993,634,1627,2,1,3
9,"Government Boys Primary School MeeroBhadiar (P)",MIRO BHADYAR,181070301,,,,585,394,979,,,
"",,SABU BHADYAR,181070302,,,,442,339,781,,,
"",,SHAH PUR BHADYAR,181070303,,,,0,0,0,,,
"",,,TOTAL:-,,,,1027,733,1760,2,2,4
10,"Government Boys Primary School LalaSayda. (P)",LALA SAIDA,181070304,,,,574,434,1008,,,
"",,MUZAFFAR,181070305,,,,405,260,665,,,
"",,,TOTAL:-,,,,979,694,1673,2,1,3
11,"Government Girls Elementry  School FatehWali.",FATEH WALI,181071101,,,,422,315,737,,,
"",,,TOTAL:-,,,,422,315,737,1,1,2
12,"Government Boys Elementary SchoolBharoke. (P)",BHURE KE,181071102,,,,641,529,1170,,,
"",,BHURE KE,181071103,,,,95,59,154,,,
"",,,TOTAL:-,,,,736,588,1324,1,1,2
13,"Governmet Girls Primary School  MehmandWali. (Combined)",BARYAR,181071201,,,,152,89,241,,,
"",,MOHMADWALI,181071204,,,,347,237,584,,,
"",,NATHUOJIAL,181071205,,,,18,12,30,,,
"",,,TOTAL:-,,,,517,338,855,1,1,2
14,"Government Comunity Model SchoolPejoke  (P)",ADO KE,181071202,,,,268,190,458,,,
"",,ALIKE,181071203,,,,35,27,62,,,
"",,PEJO KE,181071206,,,,527,416,943,,,
"",,PEJO KE,181071207,,,,124,84,208,,,
"",,,TOTAL:-,,,,954,717,1671,2,1,3
15,"Government Girls Primary SchoolAqimachi. (P)",AQI MACHHI,181071208,,,,565,409,974,,,
AQI MACHHI,181071209,,,,52,32,84,,,,,
"",TOTAL:-,,,,617,441,1058,1,1,2,,
CHANDO SAKHA,181071501,,,,91,40,131,,,,,
SHAH HUSSAIN,181071502,,,,240,161,401,,,,,
SATTAR PUR,181071504,,,,105,68,173,,,,,
"",Hussain. (P),LADDU BULLHAR,181071506,,,,83,58,141,,,
"",,CHAK RAMDAS,181071507,,,,110,53,163,,,
"",,KOT KALAL,181071509,,,,46,24,70,,,
"",,,TOTAL:-,,,,797,494,1291,1,1,2
17,"Government Girls Community ModelThatha Bawa. (P)",THATHA BAWA,181071503,,,,495,367,862,,,
"",,THATHA SARKARI,181071511,,,,288,195,483,,,
"",,,TOTAL:-,,,,783,562,1345,1,1,2
18,"Government BoysPrimary SchoolFaqiranwali. (P)",FAQIRAN WALI,181050301,,,,455,320,775,,,
"",,KHARAL,181050303,,,,0,0,0,,,
"",,LUTT,181050304,,,,0,0,0,,,
"",,SAYYAN,181050305,,,,376,202,578,,,
"",,,TOTAL:-,,,,831,522,1353,1,1,2
19,"Government Boys High School NewSohawa. (Male) (P)",KALO KE,181050302,,,,251,,251,,,
"",,SOHAWA,181050306,,,,381,,381,,,
"",,SOHAWA,181050307,,,,318,,318,,,
"",,SOHAWA,181050308,,,,405,,405,,,
"",,,TOTAL:-,,,,1355,,1355,2,,2
20,"Government Boys High School NewSohawa.(Female) (P)",KALO KE,181050302,,,,,169,169,,,
"",,SOHAWA,181050306,,,,,269,269,,,
"",,SOHAWA,181050307,,,,,196,196,,,
"",,SOHAWA,181050308,,,,,242,242,,,
"",,,TOTAL:-,,,,,876,876,,2,2
21,"Government Boys Primary School  ThathaMalkhi. (P)",THATHA MILKHI,181050310,,,,350,268,618,,,
"",,,TOTAL:-,,,,350,268,618,1,1,2
22,"Governmet Girls Primary School  Sharak Pur(Combined)",SHARK PUR,181050309,,,,275,186,461,,,
"",,,TOTAL:-,,,,275,186,461,1,1,2
"",,,,,,,,,,,,
23,"Government Girls Primary School DadoWali.  (P)",MEHNDI PUR,181050801,,,,200,136,336,,,
"",,KHATO WALI,181050802,,,,93,59,152,,,
"",,DADU WALI,181050805,,,,127,89,216,,,
"",,GURZ BARDAR,181050806,,,,247,175,422,,,
"",,TAYYAB BHOTA,181050807,,,,281,170,451,,,
"",,,TOTAL:-,,,,948,629,1577,2,1,3
24,"Government Boys Primary School  NoorPur. (P)",NOORPUR,181050803,,,,611,476,1087,,,
CHAK HOSHYARAH,181050804,,,,129,83,212,,,,,
"",TOTAL:-,,,,740,559,1299,1,1,2,,
KOTLI WARKAN,181051301,,,,98,,98,,,,,
"","Government Boys High School Dhodha.(Male)  (P)",CHAK DHODAH,181051304,,,,0,,0,,,
"",,DHODAH,181051305,,,,399,,399,,,
"",,DHODAH,181051307,,,,227,,227,,,
"",,DHODAH,181051308,,,,502,,502,,,
"",,,TOTAL:-,,,,1490,,1490,2,,2
26,"Government Boys High School Dhodha.(Female)  (P)",KOTLI WARKAN,181051301,,,,,53,53,,,
"",,DAULO WALI,181051302,,,,,160,160,,,
"",,CHAK DHODAH,181051304,,,,,0,0,,,
"",,DHODAH,181051305,,,,,280,280,,,
"",,DHODAH,181051307,,,,,185,185,,,
"",,DHODAH,181051308,,,,,374,374,,,
"",,,TOTAL:-,,,,,1052,1052,,2,2
27,"Government Boys Primary School  Aidal Pur.(P)",AIDALPUR,181051303,,,,419,330,749,,,
"",,,Total,,,,419,330,749,1,1,2
28,Government Girls High School Dhodha.,DHODAH,181051306,,,,837,624,1461,,,
"",,,TOTAL:-,,,,837,624,1461,1,1,2
"",NA-75 SLK-IV,,,,,,,,,,,
29,"Government Girls Elementary School KhanJaja. (P)",KHAN JAJJAH,181070401,,,,541,453,994,,,
"",,UNCHA JAJJAH,181070402,,,,269,232,501,,,
"",,,TOTAL:-,,,,810,685,1495,1,1,2
30,"Government Boys Primary School Hanjra.(P)",MOHREKI,181070403,,,,519,389,908,,,
"",,HANJRAI,181070404,,,,407,335,742,,,
"",,,TOTAL:-,,,,926,724,1650,2,1,3
31,"Government Boys  Primary School Husajaja. (P)",HOSSA JAJJAH,181070405,,,,434,365,799,,,
"",,LODI JAJJAH,181070406,,,,259,186,445,,,
"",,JEO WALI,181070407,,,,313,237,550,,,
"",,,TOTAL:-,,,,1006,788,1794,2,2,4
32,"Government Girls Primary School JamkeDhandhisa. (P)",JAM KE DHENDSAH,181070501,,,,284,208,492,,,
"",,CHAUBARAH,181070503,,,,180,130,310,,,
"",,,Total,,,,464,338,802,1,1,2
33,"Government Girls Primary School KaloGhazi. (P)",MAHMOOD PUR,181070502,,,,298,245,543,,,
"",,GAHUR KE,181070504,,,,152,117,269,,,
"",,KALOGHAZI,181070505,,,,149,89,238,,,
"",,,Total,,,,599,451,1050,1,1,2
34,"Government Girls Elementary SchoolShamir Pur. (P)",HARWENSPUR,181070506,,,,234,145,379,,,
SHAMIR PUR,181070508,,,,386,309,695,,,,,
"",TOTAL:-,,,,620,454,1074,1,1,2,,
"",Tarar. (P),KOTLI TARAR,181070509,,,,388,337,725,,,
"",,,TOTAL:-,,,,547,448,995,1,1,2
36,"Government Girls Primrey  School BheloMattu.",BHELO MATTU,181070601,,,,223,167,390,,,
"",,BHELO MATTU,181070602,,,,91,65,156,,,
"",,KOT GONDAL,181071001,,,,271,219,490,,,
"",,,TOTAL:-,,,,585,451,1036,1,1,2
37,"Government Girls High School Qila KalarWala. (Male) (P)",GAGGAR WALI,181070603,,,,396,,396,,,
"",,KILA SUBHA SINGH,181070604,,,,251,,251,,,
"",,KILA SUBHA SINGH,181070605,,,,204,,204,,,
"",,KILA SUBHA SINGH,181070606,,,,695,,695,,,
"",,,TOTAL:-,,,,1546,,1546,2,,2
38,"Government Boys Primary School Qila KalarWala. (Female) (P)",GAGGAR WALI,181070603,,,,,299,299,,,
"",,KILA SUBHA SINGH,181070604,,,,,174,174,,,
"",,KILA SUBHA SINGH,181070605,,,,,174,174,,,
"",,KILA SUBHA SINGH,181070606,,,,,552,552,,,
"",,,TOTAL:-,,,,,1199,1199,,2,2
39,"Government Boys High School Qila KalarWala. (P)",KILA SUBHA SINGH,181070607,,,,113,79,192,,,
"",,KILA SUBHA SINGH,181070608,,,,180,159,339,,,
"",,KILA SUBHA SINGH,181070609,,,,152,122,274,,,
"",,KILA SUBHA SINGH,181070610,,,,215,162,377,,,
"",,KILA SUBHA SINGH,181070611,,,,290,249,539,,,
"",,,TOTAL:-,,,,950,771,1721,2,2,4
40,"Government Boys High School Qila KalarWala. (Male) (P)",KILA SUBHA SINGH,181070612,,,,374,,374,,,
"",,KILA SUBHA SINGH,181070613,,,,241,,241,,,
"",,KILA SUBHA SINGH,181070614,,,,367,,367,,,
"",,KILA SUBHA SINGH,181070615,,,,94,,94,,,
"",,KILA SUBHA SINGH,181070616,,,,128,,128,,,
"",,,TOTAL:-,,,,1204,,1204,2,,2
41,"Government Boys High School Qila KalarWala. (Female) (P)",KILA SUBHA SINGH,181070612,,,,,329,329,,,
"",KILA SUBHA SINGH,181070613,,,,,233,233,,,,
"",KILA SUBHA SINGH,181070614,,,,,276,276,,,,
"",KILA SUBHA SINGH,181070615,,,,,66,66,,,,
"",KILA SUBHA SINGH,181070616,,,,,107,107,,,,
"",,TOTAL:-,,,,,1011,1011,,2,2,
"Government Boys Primary School Data ZaidKa. (Male) (P)",DATA ZAID KA,181070701,,,,978,,978,,,,
DATA ZAID KA,181070702,,,,234,,234,,,,,
DATA ZAID KA,181070703,,,,318,,318,,,,,
"",TOTAL:-,,,,1530,,1530,2,,2,,
43,"Government Boys Primary School Data ZaidKa. (Female) (P)",DATA ZAID KA,181070701,,,,,778,778,,,
"",,DATA ZAID KA,181070702,,,,,155,155,,,
"",,DATA ZAID KA,181070703,,,,,205,205,,,
"",,,TOTAL:-,,,,,1138,1138,,2,2
44,"Government Girls Primary School Data ZaidKa. (P)",JAID WALI,181070704,,,,226,161,387,,,
"",,KHUPRALA,181070705,,,,247,244,491,,,
"",,,TOTAL:-,,,,473,405,878,1,1,2
45,"Government Boys Primary School MangaQadeem. (P)",MENGA,181070801,,,,496,,496,,,
"",,MENGA,181070802,,,,493,,493,,,
"",,MENGA,181070803,,,,326,,326,,,
"",,,TOTAL:-,,,,1315,,1315,2,,2
46,"Government Girls Primrey  School NewManga.(Female)",MENGA,181070801,,,,,319,319,,,
"",,MENGA,181070802,,,,,336,336,,,
"",,MENGA,181070803,,,,,252,252,,,
"",,,TOTAL:-,,,,,907,907,,2,2
47,"Government Boys Primary School SaudagarPur. (P)",KOT AGHA,181070804,,,,613,526,1139,,,
"",,,TOTAL:-,,,,613,526,1139,1,1,2
48,"Government Model Elementary SchoolMalokey. (Male) (P)",MALO KE,181070901,,,,498,,498,,,
"",,MALO KE,181070902,,,,246,,246,,,
"",,MALO KE,181070903,,,,488,,488,,,
"",,,TOTAL:-,,,,1232,,1232,2,,2
49,"Government Model Elementary SchoolMalokey. (Female) (P)",MALO KE,181070901,,,,,377,377,,,
"",,MALO KE,181070902,,,,,170,170,,,
"",,MALO KE,181070903,,,,,374,374,,,
"",,,TOTAL:-,,,,,921,921,,2,2
50,"Government Boys High School Ghatailian(Male)  (P)",GHUTYALIAN,181071002,,,,615,,615,,,
"",,GHUTYALIAN,181071003,,,,437,,437,,,
"",,GHUTYALIAN,181071004,,,,446,,446,,,
"",,,TOTAL:-,,,,1498,,1498,2,,2
51,"Government Comunity Model SchoolGhatailian (Female)  (P)",GHUTYALIAN,181071002,,,,,555,555,,,
GHUTYALIAN,181071003,,,,,349,349,,,,,
GHUTYALIAN,181071004,,,,,383,383,,,,,
"",TOTAL:-,,,,,1287,1287,,2,2,,
UDDO FATAH,181071301,,,,386,,386,,,,,
UDDO FATAH,181071302,,,,460,,460,,,,,
UDDO FATAH,181071303,,,,372,,372,,,,,
"","Government Girls Elementry  School UdoFataha. (Female)",UDDO FATAH,181071301,,,,,276,276,,,
"",,UDDO FATAH,181071302,,,,,352,352,,,
"",,UDDO FATAH,181071303,,,,,273,273,,,
"",,,TOTAL:-,,,,,901,901,,2,2
54,"Government BoysPrimary School JhangiShah Khaki. (P)",JHANGI SHAH KHAKI,181071304,,,,277,182,459,,,
"",,LAKHAN KE,181071305,,,,292,194,486,,,
"",,,TOTAL:-,,,,569,376,945,1,1,2
55,Government Girls Primary School Pan. (P),PANN,181071306,,,,482,394,876,,,
"",,SAHAN GILL,181071307,,,,145,87,232,,,
"",,JASSOWALI,181071308,,,,277,197,474,,,
"",,,TOTAL:-,,,,904,678,1582,2,1,3
56,GBoys Primary School Basu Panu. (P),ALAWALPUR,181071401,,,,207,124,331,,,
"",,BASSU PUNNUN,181071402,,,,508,370,878,,,
"",,BASSU PUNNUN,181071403,,,,317,250,567,,,
"",,,TOTAL:-,,,,1032,744,1776,2,2,4
57,"Government Boys High School RattaJathol(Male) (P)",RATTAH JHATOL,181071404,,,,482,,482,,,
"",,RATTAH JHATOL,181071405,,,,320,,320,,,
"",,RATTAH JHATOL,181071406,,,,436,,436,,,
"",,,TOTAL:-,,,,1238,,1238,2,,2
58,"Government Boys High School RattaJathol(Female)(P)",RATTAH JHATOL,181071404,,,,,370,370,,,
"",,RATTAH JHATOL,181071405,,,,,251,251,,,
"",,RATTAH JHATOL,181071406,,,,,329,329,,,
"",,,TOTAL:-,,,,,950,950,,2,2
59,"Government Girls Elementary SchoolKhairay. (P)",LOHARANWALI,181071407,,,,258,161,419,,,
"",,KHAIRE,181071408,,,,219,187,406,,,
"",,GARAR,181071409,,,,175,108,283,,,
"",,,TOTAL:-,,,,652,456,1108,1,1,2
60,"Government Girls  Comunity Model SchoolThatha Goraya. (P)",THATTA GORAYA,180030101,,,,830,644,1474,,,
"",,,TOTAL:-,,,,830,644,1474,1,1,2
61,"Government Girls Primary School DhadoBasra. (P)",DHADO BASRA,180030102,,,,544,380,924,,,
"",,,TOTAL:-,,,,544,380,924,1,1,2
62,"Government Girls Primary School DhadoBasra (Male). (P)",DHADO BASRA,180030103,,,,878,,878,,,
"",,DHADO BASRA,180030104,,,,483,,483,,,
"",,,TOTAL:-,,,,1361,,1361,2,,2
63,"Government Boys Primary School DhadoBasra (Female). (P)",DHADO BASRA,180030103,,,,,658,658,,,
DHADO BASRA,180030104,,,,,333,333,,,,,
"",TOTAL:-,,,,,991,991,,2,2,,
"","Government Boys High School Mundeke.(Male) (P)",MONDEKE,180030106,,,,366,,366,,,
"",,MONDEKE,180030107,,,,542,,542,,,
"",,,TOTAL:-,,,,1252,,1252,2,,2
65,"Government Girls Higher Secondary SchoolMundeke. (Female) (P)",MONDEKE,180030105,,,,,291,291,,,
"",,MONDEKE,180030106,,,,,205,205,,,
"",,MONDEKE,180030107,,,,,379,379,,,
"",,,TOTAL:-,,,,,875,875,,2,2
66,"Government Boys High School Mundeke.(Male) (P)",MONDEKE,180030108,,,,364,,364,,,
"",,MONDEKE,180030109,,,,567,,567,,,
"",,MONDEKE,180030110,,,,403,,403,,,
"",,,TOTAL:-,,,,1334,,1334,2,,2
67,"Government Girls Higher Secondary SchoolMundeke. (Female) (P)",MONDEKE,180030108,,,,,252,252,,,
"",,MONDEKE,180030109,,,,,485,485,,,
"",,MONDEKE,180030110,,,,,391,391,,,
"",,,TOTAL:-,,,,,1128,1128,,2,2
68,"Government Model  Primary SchoolDhuleke. (P)",DHOLEKE,180030111,,,,332,260,592,,,
"",,DHOLEKE,180030112,,,,454,353,807,,,
"",,,TOTAL:-,,,,786,613,1399,1,1,2
69,Government Girls High School Korey Ke.  (P),KOREKE,180030601,,,,705,484,1189,,,
"",,,TOTAL:-,,,,705,484,1189,1,1,2
70,"Government Boys Elementary SchoolKoreyKe (Male) (P)",KOREKE,180030602,,,,603,,603,,,
"",,KOREKE,180030603,,,,376,,376,,,
"",,KOREKE,180030604,,,,445,,445,,,
"",,,TOTAL:-,,,,1424,,1424,2,,2
71,"Government Girls High School Korey Ke.(Female) (P)",KOREKE,180030602,,,,,380,380,,,
"",,KOREKE,180030603,,,,,225,225,,,
"",,KOREKE,180030604,,,,,299,299,,,
"",,,TOTAL:-,,,,,904,904,,2,2
72,"Government Girls Community ModelSchool Padali. (P)",PADALI,180030605,,,,441,323,764,,,
"",,,Total,,,,441,323,764,1,1,2
73,"Government Girls Primary SchoolFaqiranwali. (P)",FAQIRAN WALI,180030606,,,,479,349,828,,,
"",,,TOTAL:-,,,,479,349,828,1,1,2
74,Government Girls Primary School Jhulki. (P),JHULKI,180030607,,,,192,120,312,,,
JHULKI,180030608,,,,375,291,666,,,,,
"",TOTAL:-,,,,567,411,978,1,1,2,,
KASSOO WALA,180030701,,,,438,,438,,,,,
KASSOO WALA,180030702,,,,656,,656,,,,,
76,"Government Girls Elementry  SchoolKasowala.(Female)",KASSOO WALA,180030701,,,,,295,295,,,
"",,KASSOO WALA,180030702,,,,,506,506,,,
"",,,TOTAL:-,,,,,801,801,,2,2
77,"Government Boys Primary School SangarWali. (P)",SANGAR WALI,180030703,,,,249,208,457,,,
"",,SANGAR WALI,180030704,,,,630,523,1153,,,
"",,,TOTAL:-,,,,879,731,1610,1,1,2
78,Government Boys Primary School Mand. (P),MAND,180030705,,,,710,526,1236,,,
"",,,TOTAL:-,,,,710,526,1236,1,1,2
79,"Government Girls Primary School GagarWali. (P)",GAGAR WALI,180030706,,,,347,245,592,,,
"",,,TOTAL:-,,,,347,245,592,1,1,2
80,"Government Model Primary School kotliNahanga. (P)",KOLTI NAHANGAN,180030707,,,,221,180,401,,,
