"PollingStationSerial No",Polling Station Name,Electoral Area,Block Code,"MaleVoters","FemaleVoters","TotalVoters","MaleBooths","FemaleBooths","TotalBooths"
"",,Chak 87/EB,211020203,0,349,349,,,
"",,Chak 87/EB,211020204,0,239,239,,,
"",,Chak 87/EB,211020205,0,279,279,,,
27,Govt:Girls Primary School 99/EB  (Combined),Chak 101/EB,211020201,328,287,615,2,1,3
"",,Chak 99/EB,211020206,331,272,603,,,
28,"Govt: Community Girls Middle School, 11/EB  (Male)",Chak 11/EB,211020604,163,0,163,2,0,2
Chak 11/EB,211020605,174,0,174,,,,,
Chak 11/EB,211020606,196,0,196,,,,,
Chak 11/EB,211020607,528,0,528,,,,,
Chak 11/EB,211020604,0,138,138,,,,,
Chak 11/EB,211020605,0,156,156,,,,,
Chak 11/EB,211020606,0,146,146,,,,,
30,Govt:Boys Primary School 09/EB  (Combined),Chak 9/EB,211020601,190,161,351,2,1,3
"",,Chak 9/EB,211020602,426,343,769,,,
"",,Chak 9/EB,211020603,262,218,480,,,
31,"Govt:Boys Primary School, 7/EB      (Male)",Chak 7/EB,211020608,602,0,602,2,0,2
"",,Chak 7/EB,211020609,405,0,405,,,
32,"Govt:Boys Primary School, 7/EB          (Female)",Chak 7/EB,211020608,0,523,523,0,2,2
"",,Chak 7/EB,211020609,0,327,327,,,
33,"Govt:Girls Primary School, 13/EB   (Combined)",Chak 13/EB,211020610,212,192,404,1,1,2
"",,Viah Kot,211020611,202,169,371,,,
34,"Govt:Boys High School, 37/EB              (Male)",Chak 37/EB,211020301,203,0,203,2,0,2
"",,Chak 37/EB,211020302,489,0,489,,,
"",,Chak 37/EB,211020303,274,0,274,,,
"",,Chak 37/EB,211020304,259,0,259,,,
35,"Govt:Boys High School, 37/EB   (Female)",Chak 37/EB,211020301,0,177,177,0,2,2
"",,Chak 37/EB,211020302,0,396,396,,,
"",,Chak 37/EB,211020303,0,209,209,,,
"",,Chak 37/EB,211020304,0,207,207,,,
36,Govt:Boys Primary School 33/EB           (Male),Chak 33/EB,211020305,187,0,187,2,0,2
"",,Chak 33/EB,211020306,411,0,411,,,
"",,Chak 33/EB,211020307,566,0,566,,,
37,Govt:Boys Primary School 33/EB      (Female),Chak 33/EB,211020305,0,123,123,0,2,2
"",,Chak 33/EB,211020306,0,334,334,,,
"",,Chak 33/EB,211020307,0,487,487,,,
38,"Govt:Boys High School, Jaman Shah East  (Male)",Tukra Jangle Sarkar,211040609,156,0,156,2,0,2
"",,Chaki Molvian Wali,211040610,122,0,122,,,
"",,Jaman Shah,211041007,697,0,697,,,
39,"Govt:Boys High School, Jaman Shah East  (Female)",Tukra Jangle Sarkar,211040609,0,113,113,0,2,2
"",,Chaki Molvian Wali,211040610,0,126,126,,,
"",,Jaman Shah,211041007,0,570,570,,,
40,"Govt:Boys High School, Jaman Shah West  (Combined)",Jaman Shah,211041008,547,456,1003,2,1,3
"",,Jaman Shah,211041009,281,199,480,,,
41,"Govt:Boys Primary School, Hassu Hassan ka  (Combined)",Hassu Hassan ka,211040701,363,313,676,2,2,4
"",,Behli Kalan,211040901,400,322,722,,,
42,Govt:Girls Primary School Bilara Hassan ka  (Combined),Bilara Hassan ka,211040902,483,390,873,1,1,2
Bilara Dilawar,211040801,177,0,177,,,,,
"",,Bilara Dilawar,211040803,247,0,247,,,
"",,Bilara Dilawar,211040804,507,0,507,,,
44,Govt:Boys Primary School Bilara Dilawar  (Female),Bilara Dilawar,211040801,0,122,122,0,2,2
"",,Bilara Dilawar,211040802,0,70,70,,,
"",,Bilara Dilawar,211040803,0,312,312,,,
"",,Bilara Dilawar,211040804,0,275,275,,,
45,"Govt:Girls Primary School, Bilara Lakhu Ka (Bait Bhattian)(Combined)",Bilara Lakhu ka,211040702,361,351,712,2,1,3
"",,Bilara Lakhu ka,211040703,216,142,358,,,
"",,Bilara Lakhu ka,211040704,192,166,358,,,
46,"Govt:Boys High School, 111/EB            (Male)",Chak 111/EB,211040207,330,0,330,2,0,2
"",,Chak 111/EB,211040212,198,0,198,,,
"",,Chak 111/EB,211040208,247,0,247,,,
"",,Chak 111/EB,211040213,287,0,287,,,
47,"Govt:Girls Middle School, 111/EB       (Female)",Chak 111/EB,211040207,0,307,307,0,2,2
"",,Chak 111/EB,211040212,0,151,151,,,
"",,Chak 111/EB,211040208,0,220,220,,,
"",,Chak 111/EB,211040213,0,246,246,,,
48,"Govt:Boys High School, 111/EB  (Combined)",Chak 111/EB,211040205,404,311,715,2,2,4
"",,Chak 111/EB,211040206,424,372,796,,,
49,"Govt:Boys Middle School, 113/EB          (Male)",Chak 113/EB,211040209,282,0,282,2,0,2
"",,Chak 113/EB,211040210,492,0,492,,,
"",,Chak 113/EB,211040211,550,0,550,,,
50,"Govt:Boys Middle School, 113/EB (Female)",Chak 113/EB,211040209,0,232,232,0,2,2
"",,Chak 113/EB,211040210,0,422,422,,,
"",,Chak 113/EB,211040211,0,561,561,,,
51,"Basic Health Unit, Arazi Dilawar (East) (Male)",Arazi Dilawar,211040903,185,0,185,2,0,2
"",,Arazi Dilawar,211040904,289,0,289,,,
"",,Arazi Dilawar,211040905,589,0,589,,,
52,"Basic Health Unit, Arazi Dilawar (East) (Female)",Arazi Dilawar,211040903,0,131,131,0,2,2
"",,Arazi Dilawar,211040904,0,292,292,,,
"",,Arazi Dilawar,211040905,0,562,562,,,
53,Basic Health Unit Arazi Dilawar (West)  (Combined),Vernal,211040805,245,235,480,2,1,3
Arazi Dilawar,211040906,233,210,443,,,,,
Kalia Shah,211041005,205,137,342,,,,,
Kooria,211041001,492,418,910,,,,,
Qasmana,211041002,89,61,150,,,,,
"",,Ratta Thara,211041004,91,70,161,,,
"",,"Muhammad PurNoaabad",211041006,140,92,232,,,
55,Govt:Boys Primary School 95/EB (Combined),Chak 95/EB,211040101,127,114,241,1,1,2
"",,Chak 95/EB,211040105,241,200,441,,,
56,Govt:Girls Primary School 95/EB            (Male),Chak 95/EB,211040102,324,0,324,2,0,2
"",,Chak 95/EB,211040103,320,0,320,,,
"",,Chak 95/EB,211040104,392,0,392,,,
57,Govt:Girls Primary School 95/EB      (Female),Chak 95/EB,211040102,0,296,296,0,2,2
"",,Chak 95/EB,211040103,0,310,310,,,
"",,Chak 95/EB,211040104,0,285,285,,,
58,Govt:Boys Middle School 109/EB  (Combined),Chak 109/EB,211040108,414,348,762,2,2,4
"",,Chak 109/EB,211040109,404,327,731,,,
59,Govt:Boys Middle School 109/EB          (Male),Chak 109/EB,211040106,391,0,391,2,0,2
"",,Chak 109/EB,211040107,692,0,692,,,
60,Govt:Girls Higher School 109/EB (Female),Chak 109/EB,211040106,0,308,308,0,3,3
"",,Chak 109/EB,211040107,0,584,584,,,
61,Govt:Boys Middle School 115/EB  (Combined),Chak 115/EB,211040110,564,490,1054,2,2,4
"",,Chak 115/EB,211040111,226,212,438,,,
62,Govt:Boys Primary School 117/EB  (Combined),Chak 117/EB,211040112,466,433,899,2,2,4
"",,Chak 117/EB,211040113,249,205,454,,,
63,"Govt:Boys High School, 93/EB              (Male)",Chak 93/EB,211040201,678,0,678,2,0,2
"",,Chak 93/EB,211040202,503,0,503,,,
64,"Govt:Girls Middle School, 93/EB (Female)",Chak 93/EB,211040201,0,579,579,0,2,2
"",,Chak 93/EB,211040202,0,425,425,,,
65,Govt:Boys Primary School 97/EB  (Combined),Chak 97/EB,211040203,322,308,630,1,1,2
"",,Chak 97/EB,211040204,318,304,622,,,
66,"Govt:Boys Middle School, 123/EB             (Male)",Chak 123/EB,211040303,485,0,485,2,0,2
"",,Chak 123/EB,211040304,450,0,450,,,
67,"Govt:Boys Middle School, 123/EB (Female)",Chak 123/EB,211040303,0,383,383,0,2,2
"",,Chak 123/EB,211040304,0,333,333,,,
68,"Govt: Girls High School, 119/EB (Combined)",Chak 119/EB,211040301,408,326,734,1,1,2
69,Govt:Boys Primary School 31/KB (Combined),Chak 31/KB,211040601,245,149,394,2,2,4
Chak 31/KB,211040602,267,254,521,,,,,
Chak 31/KB,211040603,353,307,660,,,,,
Chak 34/KB,211040604,256,0,256,,,,,
71,"Govt:Boys High School, 34/KB (Female)",Chak 34/KB,211040604,0,191,191,0,2,2
"",,Chak 34/KB,211040605,0,617,617,,,
72,Govt:Boys Primary School 38/KB (Combined),Chak 38/KB,211040606,379,333,712,2,1,3
"",,Chak 38/KB,211040607,132,142,274,,,
"",,Chak 38/KB,211040608,138,115,253,,,
73,Govt:Boys Primary School 131/EB        (Male),Chak 131/EB,211040501,742,0,742,3,0,3
"",,Chak 131/EB,211040502,323,0,323,,,
74,Govt:Boys Primary School 131/EB (Female),Chak 131/EB,211040501,0,668,668,0,2,2
"",,Chak 131/EB,211040502,0,284,284,,,
75,Govt:Boys Primary School 133/EB           (Male),Chak 133/EB,211040503,608,0,608,2,0,2
"",,Dhana Gurdail,211040509,475,0,475,,,
76,Govt:Boys Primary School 133/EB (Female),Chak 133/EB,211040503,0,461,461,0,2,2
"",,Dhana Gurdail,211040509,0,401,401,,,
77,Govt:Boys Primary School 135/EB           (Male),Chak 135/EB,211040504,442,0,442,2,0,2
"",,Chak 135/EB,211040505,206,0,206,,,
"",,Chak 135/EB,211040506,306,0,306,,,
78,Govt:Boys Primary School 135/EB  (Female),Chak 135/EB,211040504,0,348,348,0,1,1
"",,Chak 135/EB,211040505,0,178,178,,,
"",,Chak 135/EB,211040506,0,241,241,,,
79,"Govt:Girls Primary School, 137/EB (Combined)",Chak 137/EB,211040507,112,107,219,1,1,2
"",,Chak 137/EB,211040508,502,394,896,,,
80,Govt:Boys Primary School Islam Nagar (Combined),Islam Nagar,211040510,685,643,1328,2,1,3
81,Govt:Boys Higher Secondary School 127/EB  (Male),Chak 127/EB,211040401,363,0,363,2,0,2
"",,Chak 127/EB,211040402,481,0,481,,,
82,Govt:Boys Higher Secondary School 127/EB (Female),Chak 127/EB,211040401,0,311,311,0,2,2
"",,Chak 127/EB,211040402,0,447,447,,,
83,"Govt:Girls Primary School, 129/EB    (Male)",Chak 129/EB,211040403,474,0,474,2,0,2
"",,Chak 129/EB,211040404,417,0,417,,,
84,"Govt:Girls Primary School, 129/EB  (Female)",Chak 129/EB,211040403,0,466,466,0,2,2
"",,Chak 129/EB,211040404,0,356,356,,,
85,Govt:Boys Primary School 121/EB  (Combined),Chak 121/EB,211040302,707,622,1329,2,2,4
86,"Govt:Boys Middle School, 29/KB     (Male)",Chak 29/KB,211041301,325,0,325,3,0,3
Chak 29/KB,211041302,334,0,334,,,,,
Chak 29/KB,211041303,174,0,174,,,,,
Chak 30/KB,211041304,386,0,386,,,,,
Chak 29/KB,211041301,0,272,272,,,,,
"",,Chak 29/KB,211041303,0,155,155,,,
"",,Chak 30/KB,211041304,0,316,316,,,
88,"Govt: Girls Primary School, Shah Murad (Chotey(Combined)",Shah Murad,211041305,361,325,686,1,1,2
"",,Madho Farid Shah,211041306,26,24,50,,,
"",,Pakhian,211041307,86,64,150,,,
89,Govt:Boys Primary School 26/KB (Combined),Chak 26/KB,211041201,445,357,802,2,1,3
"",,Chak 26/KB,211041202,266,220,486,,,
"",,Jheejra,211041204,121,95,216,,,
90,Govt:Boys Primary School 28/KB (Combined),Chak 28/KB,211041203,600,489,1089,2,1,3
"",,Jamoon Bodla,211041205,109,86,195,,,
91,Govt:Boys Primary School 25/KB          (Male),Chak 25/KB,211041101,438,0,438,2,0,2
"",,Basti Kalu Wali,211041102,112,0,112,,,
"",,Madhu Feroz kay,211041104,241,0,241,,,
"",,Arazi Lakhwera,211041206,200,0,200,,,
92,Govt:Boys Primary School 25/KB  (Female),Chak 25/KB,211041101,0,312,312,0,1,1
"",,Basti Kalu Wali,211041102,0,98,98,,,
"",,Madhu Feroz kay,211041104,0,135,135,,,
"",,Arazi Lakhwera,211041206,0,147,147,,,
93,Govt:Boys Primary School Balara Arjan Ka (Combined),Balara Arjankay,211041103,338,331,669,1,1,2
"",,Arjan kay,211041308,250,252,502,,,
94,Govt:Boys Primary School Chak Mehdi Khan (Male),Chak Mehdi Khan,211070404,693,0,693,2,0,2
"",,Chak Mehdi Khan,211070405,356,0,356,,,
95,"Govt:Girls Middle School, Chak Mehdi Khan  (Female)",Chak Mehdi Khan,211070404,0,643,643,0,2,2
"",,Chak Mehdi Khan,211070405,0,272,272,,,
96,Govt:Boys Primary School Chak Mehdi Khan (Male),Chak Mehdi Khan,211070406,351,0,351,2,0,2
"",,Chak Mehdi Khan,211070407,526,0,526,,,
97,"Govt:Girls Middle School, Chak Mehdi Khan  (Female)",Chak Mehdi Khan,211070406,0,319,319,0,2,2
"",,Chak Mehdi Khan,211070407,0,488,488,,,
98,"Govt:Girls Primary School, Sehar Jillani, Dakhli Daulat Abad(Combined)",Daulat Abad,211070401,219,207,426,2,2,4
"",,Daulat Abad,211070402,298,260,558,,,
"",,Daulat Abad,211070403,368,316,684,,,
99,Govt:Boys Middle School 89/EB  (Combined),Chak 89/EB,211071101,229,174,403,2,2,4
Chak 89/EB,211071102,378,318,696,,,,,
Chak 89/EB,211071103,456,349,805,,,,,
Chak 89/EB,211071104,404,0,404,,,,,
Chak 89/EB,211071105,167,0,167,,,,,
101,Govt:Girls Middle School 89/EB  (Female),Chak 89/EB,211071104,0,333,333,0,2,2
"",,Chak 89/EB,211071105,0,138,138,,,
"",,Chak 89/EB,211071106,0,161,161,,,
102,"Govt:Girls Middle School, 105/EB  (Combined)",Chak 105/EB,211071107,588,486,1074,2,2,4
"",,Chak 105/EB,211071108,239,210,449,,,
103,Govt:Girls Middle School Chak Hassan Arain  (Male),Chak Hassan Araien,211071109,272,0,272,2,0,2
"",,Chak Hassan Araien,211071110,403,0,403,,,
"",,Chak Hassan Araien,211071111,166,0,166,,,
"",,Chak Hassan Araien,211071112,127,0,127,,,
104,Govt:Girls Middle School Chak Hassan Arain  (Female),Chak Hassan Araien,211071109,0,248,248,0,2,2
"",,Chak Hassan Araien,211071110,0,372,372,,,
"",,Chak Hassan Araien,211071111,0,138,138,,,
"",,Chak Hassan Araien,211071112,0,99,99,,,
105,Govt:Boys Primary School Saad ullah Pur (Combined),Saad ullah Pur,211071113,423,409,832,1,1,2
106,"Govt:Girls Middle School, 41/EB  (Combined)",Chak 41/EB,211070701,332,266,598,2,1,3
"",,Chak 41/EB,211070702,432,356,788,,,
107,"Basic Health Unit, 41/EB (Combined)",Chak 41/EB,211070703,524,449,973,1,1,2
108,Govt:Boys Middle School 43/EB            (Male),Chak 43/EB,211070704,625,0,625,4,0,4
"",,Chak 43/EB,211070705,415,0,415,,,
"",,Chak 49/EB,211070710,453,0,453,,,
109,Govt:Girls community Model School 43/EB  (Female),Chak 43/EB,211070704,0,450,450,0,3,3
"",,Chak 43/EB,211070705,0,304,304,,,
"",,Chak 49/EB,211070710,0,391,391,,,
110,"Govt:Girls Primary School, 45/EB           (Male)",Chak 45/EB,211070706,536,0,536,2,0,2
"",,Chak 45/EB,211070707,363,0,363,,,
"",,Chak 45/EB,211070708,52,0,52,,,
"",,Chak 45/EB,211070709,308,0,308,,,
111,"Govt:Girls Primary School, 45/EB  (Female)",Chak 45/EB,211070706,0,396,396,0,2,2
Chak 45/EB,211070707,0,283,283,,,,,
Chak 45/EB,211070708,0,23,23,,,,,
Chak 45/EB,211070709,0,261,261,,,,,
"Qaboola / Moh, PirKhadam/ MubarakNagar",211070104,439,0,439,,,,,
"",,"Qaboola / Moh, PirKhadam/ MubarakNagar",211070121,299,0,299,,,
113,"Govt:Iqra Girls Primary School, ward No.10 Qaboola(Female)","Qaboola / Moh, PirKhadam/ MubarakNagar",211070104,0,346,346,0,2,2
"",,"Qaboola / Moh, PirKhadam/ MubarakNagar",211070105,0,255,255,,,
"",,"Qaboola / Moh, PirKhadam/ MubarakNagar",211070121,0,316,316,,,
114,Office Union Council No.47  Qaboola (Combined),"Qaboola/ ChahLahoreian Wala / PirKhadam",211070103,113,94,207,1,1,2
"",,"Qaboola/ ChahLahoreian Wala / PirKhadam",211070120,177,143,320,,,
115,"Govt: Girls Higher Secondary School, New Block Qaboola(Male)","Qaboola/ AmjadColony",211070106,206,0,206,2,0,2
"Qaboola/ AmjadColony",211070107,445,0,445,,,,,
"Qaboola/ Moh. PirHazori",211070108,138,0,138,,,,,
"Qaboola/ Moh. PirHazori",211070122,297,0,297,,,,,
"Qaboola/ Moh. PirHazori",211070109,175,0,175,,,,,
"Qaboola/ Moh. PirHazori",211070123,184,0,184,,,,,
"Qaboola/ AmjadColony",211070106,0,181,181,,,,,
"Qaboola/ AmjadColony",211070107,0,383,383,,,,,
"",(Female),"Qaboola/ Moh. PirHazori",211070122,0,279,279,,,
"",,"Qaboola/ Moh. PirHazori",211070109,0,161,161,,,
"",,"Qaboola/ Moh. PirHazori",211070123,0,165,165,,,
117,"Govt: Girls Higher Secondary School, Old Block Qaboola(Male)","Qaboola./ Moh, PirCharigh, Zarghran,Dhaki",211070110,283,0,283,2,0,2
"Qaboola./ Moh, PirCharigh, Zarghran,Dhaki",211070111,316,0,316,,,,,
"Qaboola./ Moh, PirCharigh, Zarghran,Dhaki",211070112,371,0,371,,,,,
"Qaboola./ Moh, PirCharigh, Zarghran,Dhaki",211070124,399,0,399,,,,,
"Qaboola/ Gali SehtanWali",211070113,351,0,351,,,,,
"Qaboola/ Gali SehtanWali",211070114,302,0,302,,,,,
"Qaboola./ Moh, PirCharigh, Zarghran,Dhaki",211070110,0,253,253,,,,,
"Qaboola./ Moh, PirCharigh, Zarghran,Dhaki",211070111,0,238,238,,,,,
"Qaboola./ Moh, PirCharigh, Zarghran,Dhaki",211070112,0,339,339,,,,,
"Qaboola./ Moh, PirCharigh, Zarghran,Dhaki",211070124,0,342,342,,,,,
"",,"Qaboola/ Gali SehtanWali",211070114,0,207,207,,,
119,"Govt: Boys Higher Secondary School, North Qaboola(Male)","Qaboola/ Near BilalMasjad",211070115,234,0,234,4,0,4
"",,"Qaboola/ Near BilalMasjad",211070125,286,0,286,,,
"",,"Qaboola/GaliRahmania Masjad",211070116,148,0,148,,,
"",,"Qaboola/GaliRahmania Masjad",211070126,511,0,511,,,
"",,"Qaboola/ Gali JagaranWali",211070117,540,0,540,,,
120,"Govt: Boys Higher Secondary School, South Qaboola(Female)","Qaboola/ Near BilalMasjad",211070115,0,167,167,0,3,3
"",,"Qaboola/ Near BilalMasjad",211070125,0,247,247,,,
"",,"Qaboola/GaliRahmania Masjad",211070116,0,90,90,,,
"",,"Qaboola/GaliRahmania Masjad",211070126,0,492,492,,,
"",,"Qaboola/ Gali JagaranWali",211070117,0,463,463,,,
121,"Govt:Girls Primary School, Rehmnia Qaboola Near GolaChowk              (Male)",Chak 47/EB,211070101,479,0,479,2,0,2
"Moh, Pir HazoriQaboola",211070119,165,0,165,,,,,
"Moh, Pir HazoriQaboola",211070128,120,0,120,,,,,
"Moh, Pir HazoriQaboola",211070129,166,0,166,,,,,
Chak 47/EB,211070101,0,390,390,,,,,
"Moh, Pir HazoriQaboola",211070119,0,122,122,,,,,
"Moh, Pir HazoriQaboola",211070128,0,86,86,,,,,
123,"Govt:Girls Primary School, Rehmnia Qaboola Near GolaChowk (Combined)","Hasain Abad, IslamPura Qaboola",211070118,522,456,978,2,2,4
"",,"Hasain Abad, IslamPura Qaboola",211070127,494,418,912,,,
124,Govt:Boys High School Jamia Islamia Arifwala    (Combined),Jamia Islamia,211070102,754,633,1387,2,1,3
125,Govt:Boys Primary School 18/KB           (Male),chak 18/KB,211070901,415,0,415,3,0,3
"",,chak 18/KB,211070902,306,0,306,,,
"",,chak 18/KB,211070903,539,0,539,,,
"",,chak 18/KB,211070904,244,0,244,,,
126,"Govt:Girls Primary School, 18/KB  (Female)",Chak 18/KB,211070901,0,368,368,0,2,2
"",,Chak 18/KB,211070902,0,268,268,,,
"",,Chak 18/KB,211070903,0,484,484,,,
"",,Chak 18/KB,211070904,0,159,159,,,
127,"Govt:Boys Primary School, 20/KB              (Male)",Chak 20/KB,211070911,290,0,290,2,0,2
"",,Chak 20/KB,211070912,149,0,149,,,
"",,Chak 20/KB,211070913,509,0,509,,,
128,"Govt:Girls Primary School, 20/KB  (Female)",Chak 20/KB,211070911,0,261,261,0,2,2
"",,Chak 20/KB,211070912,0,145,145,,,
"",,Chak 20/KB,211070913,0,452,452,,,
129,"Govt:Girls Primary School, 22/KB  (Combined)",Chak 22/KB,211070908,475,380,855,1,1,2
130,"Govt:Boys Primary School, 17/KB   (Combined)",Chak 17/KB,211070905,277,236,513,2,2,4
"",,Chak 17/KB,211070906,485,417,902,,,
"",,Chak 17/KB,211070907,126,117,243,,,
131,"Govt:Girls Primary School, 19/KB  (Combined)",Chak 19/KB,211070909,467,376,843,2,1,3
"",,Chak 19/KB,211070910,413,343,756,,,
132,"Govt:Boys Primary School, Madhu Fazal Din  East(Combined)",Fazal Din,211070504,161,106,267,1,1,2
"",,Wali Muhammad,211070505,370,200,570,,,
133,"Govt:Boys Primary School, Madhu Fazal Din  West(Combined)",Burhan Din,211070501,64,33,97,1,1,2
"",,Piple,211070502,132,90,222,,,
"",,Piple,211070503,187,136,323,,,
134,"Govt:Boys High School,Tibbi  Lal Baig East  (Male)",Tibbi Lal Baig,211070506,505,0,505,3,0,3
Tibbi Lal Baig,211070507,595,0,595,,,,,
Tibbi Lal Baig,211070508,377,0,377,,,,,
Tibbi Lal Baig,211070509,52,0,52,,,,,
Tibbi Lal Baig,211070506,0,385,385,,,,,
"",,Tibbi Lal Baig,211070508,0,308,308,,,
"",,Tibbi Lal Baig,211070509,0,42,42,,,
136,"Govt:Boys Primary School, 23/KB         ( Combined)",Chak 23/KB,211070308,437,422,437,2,2,4
137,Govt: Girls Primary School Chowk Marly (Combined),Chak 23/KB,211070305,374,292,292,2,2,4
"",,Chak 23/KB,211070306,413,343,343,,,
"",,Chak 23/KB,211070307,398,368,368,,,
138,"Govt:Girls Primary School, 27/KB           (Male)",Chak 27/KB,211070301,408,0,408,2,0,2
"",,Chak 27/KB,211070302,28,0,28,,,
"",,Chak 27/KB,211070303,286,0,286,,,
"",,Chak 27/KB,211070304,484,0,484,,,
139,"(214)Govt:Girls Primary School, 27/KB (Female)",Chak 27/KB,211070301,0,306,306,0,2,2
"",,Chak 27/KB,211070302,0,18,18,,,
"",,Chak 27/KB,211070303,0,206,206,,,
"",,Chak 27/KB,211070304,0,406,406,,,
140,Govt:Boys Primary School 21/KB            (Male),Chak 21/KB,211070309,451,0,451,2,0,2
"",,Chak 21/KB,211070310,289,0,289,,,
"",,Chak 21/KB,211070315,147,0,147,,,
"",,Chak 21/KB,211070311,288,0,288,,,
141,"Govt:Girls Primary School, 21/KB,  (Female)",Chak 21/KB,211070309,0,369,369,0,2,2
"",,Chak 21/KB,211070310,0,222,222,,,
"",,Chak 21/KB,211070315,0,170,170,,,
"",,Chak 21/KB,211070311,0,250,250,,,
142,Govt:Boys Primary School 21/KB            (Male),Chak 21/KB,211070312,172,0,172,2,0,2
"",,Chak 21/KB,211070313,445,0,445,,,
"",,Chak 21/KB,211070314,475,0,475,,,
143,"(216)Govt:Girls Primary School, 21/KB,  (Female)",Chak 21/KB,211070312,0,156,156,0,2,2
"",,Chak 21/KB,211070313,0,319,319,,,
"",,Chak 21/KB,211070314,0,380,380,,,
144,"Govt:Boys High School, Noora Rath (Combined)",Kund Noora Rath,211071301,133,109,242,2,2,4
"",,Noora Rath,211071303,421,331,752,,,
"",,Noora Rath,211071304,370,303,673,,,
145,"Govt:Girls Primary School, Ali Shah (Combined)",Ali Shah,211071302,239,172,411,1,1,2
146,"Govt:Boys Primary School, Joyia  (Combined)",Joyia,211071306,88,68,156,1,1,2
Kotli,211071307,222,187,409,,,,,
Lal Shah,211071401,372,268,640,,,,,
Kund Shams Din,211071402,300,0,300,,,,,
147,"Govt:Boys Primary School, Kund Shams Din (Male)",Kund Shams Din,211071404,200,0,200,2,0,2
"",,Balari Qasooria,211071405,122,0,122,,,
"",,Kund Kabul,211071406,216,0,216,,,
148,"(220)Govt:Boys Primary School, Kund Shams Din (Female)",Kund Shams Din,211071402,0,178,178,0,2,2
"",,Kund Shams Din,211071403,0,275,275,,,
"",,Kund Shams Din,211071404,0,151,151,,,
"",,Balari Qasooria,211071405,0,89,89,,,
"",,Kund Kabul,211071406,0,179,179,,,
149,"Govt:Boys Middle School, Hama Rath (Combined)",Hama Rath,211070608,517,391,908,1,1,2
150,Govt:girls Middle School Jalal Jamu (Combined),Mari Habat Wali,211070201,205,204,409,1,1,2
"",,Jhugian Chughatta,211070206,267,207,474,,,
"",,Kot Jahana,211070207,22,17,39,,,
151,"Govt:Boys Primary School, Jalal Jammo (Combined)",Jalal Jammu,211070205,512,418,930,1,1,2
152,"Govt:Boys Primary School, Saalam Rath  (Combined)",Saalam Rath,211071305,236,235,471,1,1,2
153,"Govt: Boys Primary School, Dahar (Combined)",Dahar,211070203,334,272,606,1,1,2
154,"Govt:Boys Primary School, Mari Hazara  (Male)",Mari Hazara,211070601,411,0,411,2,0,2
"",,Mari Hazara,211070602,455,0,455,,,
"",,Mari Hazara,211070603,290,0,290,,,
155,"Govt:Girls Primary School, Mari Hazara  (Female)",Mari Hazara,211070601,0,369,369,0,2,2
"",,Mari Hazara,211070602,0,375,375,,,
"",,Mari Hazara,211070603,0,251,251,,,
156,"Govt: Boys Elemantary School, Taurez (Combined)",Taurez,211070202,291,263,554,1,1,2
"",,Nusrat,211070607,110,71,181,,,
157,"Govt:Boys Primary School, Maghar        (Male)",Maghar,211070604,502,0,502,2,0,2
"",,Maghar,211070605,364,0,364,,,
"",,Maghar,211070606,249,0,249,,,
158,"Govt:Girls Primary School, Maghar (Female)",Maghar,211070604,0,336,336,0,2,2
"",,Maghar,211070605,0,308,308,,,
"",,Maghar,211070606,0,219,219,,,
159,"Govt:Boys Primary School, Budhan Shah  (Combined)",Budhan Shah,211070204,331,294,625,1,1,2
160,"Govt:Boys Primary School, Machhi Singh  (Combined)",Chak Machhi singh,211071001,212,153,365,2,2,4
"",,Chak Machhi singh,211071002,968,701,1669,,,
161,"Govt:Boys Primary School, Machhi Singh  (Male)",Chak Machhi singh,211071003,363,0,363,2,0,2
Machhi singh,211071004,216,0,216,,,,,
Chak Machhi singh,211071005,259,0,259,,,,,
Machhi singh,211071006,50,0,50,,,,,
162,"Govt:Girls Primary School, Machhi Singh  (Female)",Machhi singh,211071004,0,183,183,0,2,2
"",,Machhi singh,211071005,0,200,200,,,
"",,Machhi singh,211071006,0,29,29,,,
163,"Govt:Boys Primary School, Sohawa Mall (Male)",Sohawa Mall,211071007,453,0,453,2,0,2
"",,Machhi singh,211071006,50,0,50,,,
"",,Hazara Mall,211071010,123,0,123,,,
"",,Bulandi,211071011,73,0,73,,,
"",,Sham Din,211071201,66,0,66,,,
164,"Govt: Girls Modle Primary School, Sohawa Mall  (Female)",Sohawa Mall,211071007,0,391,391,0,2,2
"",,Sohawa Mall,211071008,0,337,337,,,
"",,Sohawa Mall,211071009,0,191,191,,,
"",,Hazara Mall,211071010,0,93,93,,,
"",,Bulandi,211071011,0,86,86,,,
"",,Sham Din,211071201,0,38,38,,,
165,"Govt:Girls Primary School, Kalay Pathan  (Male)",Arazi Kasuria,211070801,65,0,65,2,0,2
"",,Kalay Pathan,211070802,279,0,279,,,
"",,Kalay Pathan,211070803,402,0,402,,,
"",,Kalay Pathan,211070804,267,0,267,,,
"",,Kalay Pathan,211070805,322,0,322,,,
166,"Govt: Girls Primary School, Kalay Pathan    (Female)",Arazi Kasuria,211070801,0,46,46,0,2,2
"",,Kalay Pathan,211070802,0,274,274,,,
"",,Kalay Pathan,211070803,0,343,343,,,
"",,Kalay Pathan,211070804,0,256,256,,,
"",,Kalay Pathan,211070805,0,246,246,,,
